Close,Volume,PrevDayClose,PrevDayVol,2PrevDayClose,2PrevDayVol,5daySMAclose,5daySMAvol,10daySMAclose,10daySMAvol,30daySMAclose,30daySMAvol,5dayHighClose,5dayLowClose,5dayHighVol,5dayLowVol,10dayHighClose,10dayLowClose,10dayHighVol,10dayLowVol,30dayHighClose,30dayLowClose,30dayHighVol,30dayLowVol,target1dayUP
0.020370626367128386,0.48874000423233654,0.019012543991326514,0.38143255208849125,0.015324526929318072,0.46896060695458364,0.01606854123771989,0.5563435150418186,0.016317311513503407,0.6121030453420178,0.0010914629093396466,0.8177031799154286,0.012212337731377365,0.01542716228332347,0.43310415934604496,0.6569468483155347,0.011312733898602378,0.015580912913575384,0.3839736327119167,0.7957307198497527,0.0,0.001882010558022007,0.6731784890422853,0.8880056375531771,0.0
0.006730523302207192,0.4043590981161933,0.020398262760037644,0.48874000423233654,0.019041607338627142,0.38143255208849125,0.013078591558434494,0.5625184670200747,0.014042930769544937,0.6197553433789269,0.00048442370187545825,0.7880962030083691,0.010995993289773742,0.0067951645126614335,0.43310415934604496,0.6569468483155347,0.011312733898602378,0.006862886677457547,0.3839736327119167,0.7957307198497527,0.0,0.001882010558022007,0.6731784890422853,0.8880056375531771,1.0
0.007727280416078008,0.42177630954850553,0.0067396544591540875,0.4043590981161933,0.02042944437335542,0.48874000423233654,0.011434509170938578,0.5661090850247076,0.011707868017295231,0.6312393407206127,0.00024724375112306074,0.778289585708162,0.010995993289773742,0.0067951645126614335,0.43310415934604496,0.6569468483155347,0.011312733898602378,0.006862886677457547,0.3839736327119167,0.8162755528836632,0.0,0.001882010558022007,0.6731784890422853,0.8880056375531771,1.0
0.010553053771532872,0.3765028182565901,0.007737763852073087,0.42177630954850553,0.0067499569688193595,0.4043590981161933,0.010482362012182223,0.5395306604975082,0.009822747225244066,0.617723938585081,0.00012295129771972002,0.7579871682268433,0.010995993289773742,0.0067951645126614335,0.43310415934604496,0.6484562958281566,0.011312733898602378,0.006862886677457547,0.3839736327119167,0.8162755528836632,0.0,0.001882010558022007,0.6731784890422853,0.8880056375531771,1.0
0.019901293631008565,0.40512008473012595,0.010567370873774407,0.3765028182565901,0.007749592112313519,0.42177630954850553,0.01066655533136246,0.5463400089300965,0.00860760700538693,0.6069945982065843,0.000732506958486645,0.7381793600491393,0.010995993289773742,0.0067951645126614335,0.43310415934604496,0.6484562958281566,0.011312733898602378,0.006862886677457547,0.3839736327119167,0.8162755528836632,0.0,0.001882010558022007,0.6731784890422853,0.8880056375531771,0.0
0.01924324652598003,0.526608991525945,0.019928293290237376,0.40512008473012595,0.010583524586286475,0.3765028182565901,0.010439487118049984,0.5572260363257148,0.007260247271841658,0.6351744027345989,0.0011657711969220164,0.737650595997398,0.010522169240601509,0.0067951645126614335,0.4750940892530191,0.6484562958281566,0.00019280790518605428,0.006862886677457547,0.4296026568258266,0.8415808593085545,0.0,0.001882010558022007,0.6731784890422853,0.8880056375531771,1.0
0.023273805245566492,0.33220297285154193,0.019269353426782043,0.526608991525945,0.019958756489126817,0.40512008473012595,0.013771508266642474,0.5364836396436351,0.007433416262589365,0.6263281562203606,0.0019096831114628343,0.7264961342808394,0.013926954345304277,0.007801494669143705,0.4750940892530191,0.5721580258971726,0.0019282881989490797,0.006862886677457547,0.4296026568258266,0.7425592845542095,0.0,0.003949710315088062,0.6731784890422853,0.8286683100862275,0.0
0.01944646082179724,0.3755489788706333,0.02330538031913898,0.33220297285154193,0.01929880934342093,0.526608991525945,0.016131895829988252,0.5231948768815383,0.007796035935666856,0.6204388474912341,0.0020708778268182515,0.7167349354677928,0.013926954345304277,0.010654407282864875,0.4750940892530191,0.5721580258971726,0.0019282881989490797,0.006862886677457547,0.4296026568258266,0.7425592845542095,0.0,0.003949710315088062,0.6731784890422853,0.8286683100862275,1.0
0.02138675687751812,0.3017259801872444,0.01947284341908606,0.3755489788706333,0.02334100587048532,0.33220297285154193,0.018313937337248287,0.50169911568071,0.008418653084908134,0.5912452513206041,0.002325837852655388,0.6922372865651851,0.013926954345304277,0.019428062281405867,0.4750940892530191,0.5196670568717997,0.0019282881989490797,0.006862886677457547,0.4296026568258266,0.6744353491363341,0.0,0.003949710315088062,0.6731784890422853,0.7526445533123225,0.0
0.008365983156376433,0.302935219190206,0.021415771832948016,0.3017259801872444,0.01950261039879575,0.3755489788706333,0.015990583447212936,0.4723244921382187,0.007335732378739024,0.5775422313097294,0.0022075836694101514,0.6534128633300478,0.013926954345304277,0.00844633163057168,0.4750940892530191,0.5196670568717997,0.0019282881989490797,0.006862886677457547,0.4296026568258266,0.6744353491363341,0.0,0.003949710315088062,0.42466816661632223,0.7526445533123225,1.0
0.00947886258675329,0.38441082435699236,0.008377333106712515,0.302935219190206,0.021448508851980075,0.3017259801872444,0.01402391601690045,0.43144742480589027,0.006225183790330435,0.5593298311329937,0.0023818613453757687,0.6415380616166013,0.013926954345304277,0.00844633163057168,0.3174217695252538,0.5196670568717997,0.0019282881989490797,0.006862886677457547,0.4296026568258266,0.6744353491363341,0.0,0.003949710315088062,0.42466816661632223,0.7526445533123225,0.0
0.0009193515908874628,0.3803160909055845,0.009491722356799626,0.38441082435699236,0.008390139038503885,0.302935219190206,0.009521453168377159,0.4452782863804041,0.005632663729196408,0.5551327228139697,0.002281722979025236,0.6371595200845441,0.01202184773346926,0.0009281812163117742,0.3174217695252538,0.5196670568717997,0.0019282881989490797,0.000937431682753731,0.4296026568258266,0.6744353491363341,0.0,0.000953564060931944,0.42466816661632223,0.7526445533123225,0.0
0.00020805776591270586,0.48961461761465097,0.0009205988555189282,0.3803160909055845,0.009506231789280728,0.38441082435699236,0.005646601366489812,0.4780682223414233,0.004865986975233272,0.5669750320824747,0.0017655967862878486,0.6376566730152882,0.01202184773346926,0.00021005599179041434,0.4340739490669675,0.5196670568717997,0.0019282881989490797,0.00021214945788178285,0.4296026568258266,0.6744353491363341,0.0,0.00021580036423346494,0.42466816661632223,0.7526445533123225,1.0
0.0017177083633846957,0.3463187533162858,0.00020834003343178642,0.48961461761465097,0.0009220061203370489,0.3803160909055845,0.0016850122545969959,0.49088710619922504,0.003965115402090991,0.5617058996086048,0.0015914860251280416,0.6253788257620867,0.0,0.00021005599179041434,0.4340739490669675,0.5217497468454428,0.0019282881989490797,0.00021214945788178285,0.4296026568258266,0.6744353491363341,0.0,0.00021580036423346494,0.42466816661632223,0.7526445533123225,0.0
0.0,0.30096290867847897,0.0017200387415664542,0.3463187533162858,0.00020865851047252582,0.48961461761465097,0.0,0.4903201349703179,0.001935935005317857,0.543523525570988,0.0011268550879618422,0.6087837527247795,0.0,0.0,0.4340739490669675,0.5183528076815351,0.0019282881989490797,0.0,0.4296026568258266,0.6727296875983028,0.0,0.0,0.42466816661632223,0.7507410990108279,1.0
0.010606271943553569,0.3621921001249894,0.0,0.30096290867847897,0.0017226680626787894,0.3463187533162858,0.00022707415812900367,0.4839330182827244,0.001055289765111933,0.5148218121521062,0.0008234189164721961,0.5946950631451211,0.0011381981809540087,0.0,0.4340739490669675,0.5183528076815351,0.0019282881989490797,0.0,0.38502747011196553,0.6727296875983028,0.0,0.0,0.42466816661632223,0.7507410990108279,1.0
0.012923995285502587,0.3256637002088022,0.010620661245750396,0.3621921001249894,0.0,0.30096290867847897,0.002644957550839433,0.4682223414233614,0.0,0.5136802729357848,0.00020229042874603254,0.5745163661177093,0.003478101141532741,0.0,0.4340739490669675,0.5183528076815351,0.0,0.0,0.38502747011196553,0.6727296875983028,0.0,0.0,0.3848738972186816,0.7507410990108279,1.0
